Segment_id,latitude,longitude,location,dist_from_start,dist_from_end
251,30.293376922607425,76.84672546386719,"Jammu - Delhi Road, Haryana 133004, India",106.85177900155873,150.86590861441368
252,30.289724,76.84828399999998,National Highway 1  Ambala City Ambala Haryana India,107.2835984193532,150.4340891966192
253,30.286579132080078,76.8493881225586,"Jammu - Delhi Road, Haryana 133004, India",107.64805341263626,150.06963420333614
254,30.282542,76.850933,National Highway 1  Shahpur Ambala Haryana India,108.11963420083431,149.59805341513808
255,30.27853202819824,76.852294921875,"Jammu - Delhi Road, Mohra, Haryana 133004, India",108.58307887584122,149.13460874013114
256,30.274944,76.85291600000002,National Highway 1   Ambala Haryana India,108.98530130886485,148.73238630710756
257,30.271015999999996,76.853298,National Highway 1   Ambala Haryana India,109.42229639513116,148.29539122084122
258,30.268938,76.853413,National Highway 1   Ambala Haryana India,109.652922879409,148.0647647365634
259,30.265096000000003,76.853342,National Highway 1  Mohri Ambala Haryana India,110.07889009351955,147.63879752245285
260,30.261390999999996,76.85324399999998,National Highway 1  Mohri Ambala Haryana India,110.48972312723744,147.22796448873498
261,30.256902,76.85318199999998,National Highway 1  Mohri Ambala Haryana India,110.98739516612284,146.73029244984957
262,30.252498,76.853102,National Highway 1  Mohri Ambala Haryana India,111.47566897967256,146.24201863629992
263,30.248136,76.85296,National Highway 1    Haryana India,111.95941886917795,145.75826874679447
264,30.24424,76.852604,National Highway 1  Mohri Ambala Haryana India,112.3926732041161,145.3250144118563
265,30.241378000000005,76.85276400000002,National Highway 1    Haryana India,112.710318168624,145.0073694473484
266,30.236893,76.852684,National Highway 1    Haryana India,113.20756911900035,144.51011849697204
267,30.2326,76.85291600000002,National Highway 1    Haryana India,113.68399935506216,144.03368826091025
268,30.228953000000004,76.853324,National Highway 1    Haryana India,114.09019563315304,143.62749198281938
269,30.22472,76.854098,National Highway 1    Haryana India,114.56532889976835,143.15235871620402
270,30.220382,76.854373,National Highway 1   Kurukshetra Haryana India,115.0469512872158,142.67073632875662
271,30.216427000000003,76.855129,National Highway 1    Haryana India,115.49138749787716,142.22630011809525
272,30.212936,76.855778,National Highway 1   Kurukshetra Haryana India,115.88339790991888,141.8342897060535
273,30.208759999999998,76.856418,National Highway 1    Haryana India,116.35041564643421,141.3672719695382
274,30.20476,76.857058,National Highway 1   Kurukshetra Haryana India,116.79810078310207,140.91958683287032
275,30.20058400000001,76.857662,National Highway 1   Kurukshetra Haryana India,117.26467385948405,140.45301375648836
276,30.196638,76.858329,National Highway 1   Ambala Haryana India,117.70680089672544,140.01088671924697
277,30.193338,76.858924,National Highway 1   Ambala Haryana India,118.07708465955857,139.64060295641383
278,30.189147,76.85959100000002,National Highway 1   Kurukshetra Haryana India,118.54609999127057,139.17158762470186
279,30.185933000000002,76.861271,National Highway 1   Kurukshetra Haryana India,118.93740413934172,138.7802834766307
280,30.183220000000002,76.86288,National Highway 1   Kurukshetra Haryana India,119.27572843087887,138.44195918509357
281,30.178955078125,76.86360931396484,"Jammu - Delhi Road, Vijay Colony, Shahzadpur, Haryana 136135, India",119.75370769996307,137.9639799160093
282,30.175793,76.863431,National Highway 1    Haryana India,120.10466171974643,137.61302589622593
283,30.172178000000002,76.862347,National Highway 1   Kurukshetra Haryana India,120.5187817284996,137.19890588747282
284,30.168009,76.86304,National Highway 1  Shahabad Markanda Kurukshetra Haryana India,120.98573315996704,136.73195445600538
285,30.163798,76.86370699999998,National Highway 1  Shahabad Markanda Kurukshetra Haryana India,121.45694526569612,136.2607423502763
286,30.15970200000001,76.864436,National Highway 1   Kurukshetra Haryana India,121.91640630559151,135.80128131038094
